72,77,88,71,44
59,66,101,62,78
65,70,79,38,33
44,47,112,25,22
40,49,88,54,12
51,55,86,50,45
44,47,55,53,24
39,44,69,43,12
68,72,65,70,74
71,75,74,70,72
